id,title,handle,url,vendor,product_type,tags,price_min,price_max,variant_count,main_image,image_count,description_text
8121980551277,V16B: Black Pop Up Outlet with Light & 65w USB-C,v16b-black-pop-up-outlet-with-light-65w-usb-c,https://modernpower.solutions/products/v16b-black-pop-up-outlet-with-light-65w-usb-c,Modern Power Solutions,Pop Up Outlet,"15 Amps, 4"" Hole, 65W USB-C, Gas-Strut Lift, Light, Pop Up Outlet, Primary, US Sockets, USB-A, USB-C, Wireless Charging",249.95,249.95,1,https://cdn.shopify.com/s/files/1/0564/0208/3949/files/modern-power-web-v16b-us-primary-image.webp?v=1781248453,9,"Introducing the V16 Pop-Up Power Outlet from Modern Power Solutions – a premium, space-saving power solution designed for modern kitchens, islands, benchtops, and workspaces.

Engineered with a robust aluminium construction and smooth gas strut operation, the V16 delivers reliable performance, exceptional durability, and a refined user experience. The unit installs neatly into a standard 100mm (4"") cut-out, providing discreet access to power when needed while maintaining a clean, uncluttered surface when closed.

The V16 features two power outlets alongside advanced USB charging, including a high-power 65W USB-C port capable of fast charging laptops, tablets, smartphones, and other USB-C devices. A built-in warm white LED light provides subtle ambient illumination and can be dimmed to suit any environment.

Designed for simple installation, the V16 is supplied fully wired with a power cable and secures easily into place using the included locking ring. Its plug-and-play design eliminates complicated wiring, making installation fast and straightforward.

Certified for both US and UK markets, the V16 meets stringent international safety standards and is backed by a 24-month warranty for complete peace of mind.

Key Features

- Premium aluminium construction
- Smooth gas strut pop-up mechanism
- Two integrated power outlets
- High-power 65W USB-C fast charging
- Additional USB charging ports
- Dimmable warm white LED light
- Standard 100mm (4"") installation hole size
- Plug-and-play installation
- Supplied pre-wired with power cable
- Easy mounting with locking ring
- US and UK certified models available
- 24-month manufacturer's warranty

The V16 combines premium aesthetics, convenient power access, and advanced charging technology, making it the ideal pop-up power outlet for contemporary residential and commercial spaces."
8119402397805,V16S: Silver Pop Up Outlet with Light & 65w USB-C,v16s-silver-pop-up-outlet-with-light-and-65w-usb-c,https://modernpower.solutions/products/v16s-silver-pop-up-outlet-with-light-and-65w-usb-c,Modern Power Solutions,Pop Up Outlet,"15 Amps, 4"" Hole, 65W USB-C, Gas-Strut Lift, Light, Pop Up Outlet, Primary, US Sockets, USB-A, USB-C, Wireless Charging",249.95,249.95,1,https://cdn.shopify.com/s/files/1/0564/0208/3949/files/modern-power-web-v16s-us-primary-image.webp?v=1781074159,9,"Introducing the V16 Pop-Up Power Outlet from Modern Power Solutions – a premium, space-saving power solution designed for modern kitchens, islands, benchtops, and workspaces.

Engineered with a robust aluminium construction and smooth gas strut operation, the V16 delivers reliable performance, exceptional durability, and a refined user experience. The unit installs neatly into a standard 100mm (4"") cut-out, providing discreet access to power when needed while maintaining a clean, uncluttered surface when closed.

The V16 features two power outlets alongside advanced USB charging, including a high-power 65W USB-C port capable of fast charging laptops, tablets, smartphones, and other USB-C devices. A built-in warm white LED light provides subtle ambient illumination and can be dimmed to suit any environment.

Designed for simple installation, the V16 is supplied fully wired with a power cable and secures easily into place using the included locking ring. Its plug-and-play design eliminates complicated wiring, making installation fast and straightforward.

Certified for both US and UK markets, the V16 meets stringent international safety standards and is backed by a 24-month warranty for complete peace of mind.

Key Features

- Premium aluminium construction
- Smooth gas strut pop-up mechanism
- Two integrated power outlets
- High-power 65W USB-C fast charging
- Additional USB charging ports
- Dimmable warm white LED light
- Standard 100mm (4"") installation hole size
- Plug-and-play installation
- Supplied pre-wired with power cable
- Easy mounting with locking ring
- US and UK certified models available
- 24-month manufacturer's warranty

The V16 combines premium aesthetics, convenient power access, and advanced charging technology, making it the ideal pop-up power outlet for contemporary residential and commercial spaces."
8119309598829,V15: Quad-Sided Black Pop Up Outlet with USB and Qi,v15-quad-sided-black-pop-up-outlet-with-usb-and-qi,https://modernpower.solutions/products/v15-quad-sided-black-pop-up-outlet-with-usb-and-qi,Modern Power Solutions,Pop Up Outlet,"15 Amps, 3.15"" Hole, Gas-Strut Lift, Overload Protector, Primary, US Sockets, USB-A, USB-C, Wireless Charging",149.95,149.95,1,https://cdn.shopify.com/s/files/1/0564/0208/3949/files/modern-power-web-V15PWUB-US-primary-image-whitebg.webp?v=1781053756,10,"The V15 Range of Pop Up Outlets is a premium gas-strut operated solution designed for the U.S. market. With a simple press on the top, the outlet smoothly rises for use; push it down again, and it retracts seamlessly back into the countertop. The gas-strut mechanism operates similarly to the height adjustment of an office chair, providing smooth and effortless movement.

Installation is straightforward - the V15 fits into a 3.15” (80mm) diameter hole. A built-in flange allows for slight variations in hole size, ensuring a secure and flush fit.

The V15 range features a seamless, blank top - unlike many competing models that display text or engravings on the lid. Modern Power Solutions has focused on creating a clean, refined aesthetic with design improvements that elevate it above comparable products on the market.

Built for 15-amp power capacity, the V15 includes an integrated overload protector, indicated by a red switch on the underside of the unit. This safety feature automatically activates to prevent overheating, fire hazards, or other electrical risks.

The V15 is available in two other configurations

- V15PW-US: Four 110V U.S. sockets. (Link to Product)

- V15PWUW-US in White Color: Four 110V U.S. sockets plus four USB ports (2x USB-A, 2x USB-C) and a Qi wireless charging top. (Link to Product)

This new model, launched mid-2026, offers high quality at a budget-friendly price point. It’s backed by a Modern Power Solutions warranty, catering to cost-conscious customers who don’t want to compromise on performance or design.

The V15 range is UL listed for U.S. compliance

- Conforms to UL STD. 962A

- Certified to CSA STD. C22.2 NO.308

Kitchens and Wet Areas

- If you’re looking for a model better suited for kitchens and wet areas, we recommend the Hubbell or Point Pod range instead. They’re specifically built for kitchen use."
8061391700077,"V14JW: White Quad-Sided, Pop Up Power Outlet",v14wb-white-quad-sided-pop-up-power-outlet,https://modernpower.solutions/products/v14wb-white-quad-sided-pop-up-power-outlet,Modern Power Solutions,Pop Up Outlet,"120mm Hole, AU Sockets, Gas-Strut Lift, Overload Protector, Pop Up Outlet, Primary, USB-A, USB-C, Wireless Charging",162.0,162.0,1,https://cdn.shopify.com/s/files/1/0564/0208/3949/files/modern-power-web-v14jw-pop-up-outlet-primary_a04d0b33-0498-41de-8b6a-e721236fe7f8.webp?v=1776509896,10,"Introducing the V14JW, a versatile White Quad-Sided Pop-Up Outlet that raises itself out of a table-top while also offering wireless charging functionality. It features a wide range of ports: three power outlets, one USB-A, one USB-C and a Qi wireless charging top. The wireless charging top charges all compatible devices, whether the unit is raised or lowered.

With outlets on each of its four sides, the V14JW provides intuitive and accessible connectivity. When not in use, it seamlessly retracts into any benchtop, keeping your space tidy.

The V14JW Quad-Sided Pop-Up Outlet uses a gas-strut mechanism, similar to those found in car boots and adjustable office chairs. It sits flush when closed, and with a press, it rises automatically.

Though the V14JW has the largest diameter of any unit from Modern Power Solutions, measuring 120mm, it extends only about 72mm when fully raised.

Installation is straightforward with a plug-and-play power cable.

Outlets

- Three power outlets, with an additional fourth located on the underside.

- One USB-C charging port

- One USB-A charging port

- Qi wireless charging surface"
8060124495981,"V14JB: Quad-Sided, Pop Up Power Outlet",v14jb-quad-sided-pop-up-power-outlet,https://modernpower.solutions/products/v14jb-quad-sided-pop-up-power-outlet,Modern Power Solutions,Pop Up Outlet,"120mm Hole, AU Sockets, Gas-Strut Lift, Overload Protector, Pop Up Outlet, Primary, USB-A, USB-C, Wireless Charging",162.0,162.0,1,https://cdn.shopify.com/s/files/1/0564/0208/3949/files/modern-power-web-v14jb-pop-up-outlet-primary-2.webp?v=1776408298,8,"Introducing the V14J, a versatile Quad-Sided Pop-Up Outlet that raises itself out of a table-top while also offering wireless charging functionality. It features a wide range of ports: three power outlets, one USB-A, one USB-C and a Qi wireless charging top. The wireless charging top charges all compatible devices, whether the unit is raised or lowered.

With outlets on each of its four sides, the V14 provides intuitive and accessible connectivity. When not in use, it seamlessly retracts into any benchtop, keeping your space tidy.

The V14 Quad-Sided Pop-Up Outlet uses a gas-strut mechanism, similar to those found in car boots and adjustable office chairs. It sits flush when closed, and with a press, it rises automatically.

Though the V14J has the largest diameter of any unit from Modern Power Solutions, measuring 120mm, it extends only about 72mm when fully raised.

Installation is straightforward with a plug-and-play power cable.

Outlets

- Three power outlets, with an additional fourth located on the underside.

- One USB-C charging port

- One USB-A charging port

- Qi wireless charging surface"
7699418546285,V3LW: White Motorised Pop Up Power Socket,v3lw-white-motorised-pop-up-power-socket,https://modernpower.solutions/products/v3lw-white-motorised-pop-up-power-socket,Modern Power Solutions,,"65mm Hole, AU Sockets, Motorised Lift, Pop Up Outlet, Primary, Spill-Sealed Lid, USB-A, USB-C, Wireless Charging",227.0,227.0,1,https://cdn.shopify.com/s/files/1/0564/0208/3949/files/modern-power-web-v3lw-main.webp?v=1753969243,11,"Introducing the V3LW Motorised Electrical Outlet — an innovative power solution that rises from your bench-top with a double tap of the top.

In designing modern homes and offices, it’s often the smallest details that make the biggest impact. Yet, when it comes to electrical fittings, many default to basic white plastic plugs, unaware of more stylish and functional alternatives.

Modern Power Solutions is transforming how we access power in kitchens, offices, and beyond.

The Motorised Electrical Outlet features a motor lift mechanism, providing effortless access to AU power sockets. USB-A and USB-C charging ports with 30W USB-C fast charging capability for laptops and other devices, along with a wireless charging top, add further practicality. Designed for convenience and elegance, this versatile outlet is perfect for homes, kitchens, and workspaces. With its built-in electric motor, the V3LW raises and lowers automatically with a simple double-press of the button on the lid.

Motorised Electrical Outlets

- Wireless Charging Top (10W)

- One USB-A Charging Port

- Two USB-C Charging Ports (30W Output)

- Two Australian Power Sockets"
7696228319341,V15: Quad-Sided Pop Up Outlet with USB and Qi,v15-white-pop-up-outlet-with-usb-and-qi,https://modernpower.solutions/products/v15-white-pop-up-outlet-with-usb-and-qi,Modern Power Solutions,Pop Up Outlet,"15 Amps, 3.15"" Hole, Gas-Strut Lift, Overload Protector, Primary, US Sockets, USB-A, USB-C, Wireless Charging",149.95,149.95,1,https://cdn.shopify.com/s/files/1/0564/0208/3949/files/modern-power-web-V15PWUW-US-primary-image-whitebg.webp?v=1753722549,8,"The V15 Range of Pop Up Outlets is a premium gas-strut operated solution designed for the U.S. market. With a simple press on the top, the outlet smoothly rises for use; push it down again, and it retracts seamlessly back into the countertop. The gas-strut mechanism operates similarly to the height adjustment of an office chair, providing smooth and effortless movement.

Installation is straightforward - the V15 fits into a 3.15” (80mm) diameter hole. A built-in flange allows for slight variations in hole size, ensuring a secure and flush fit.

The V15 range features a seamless, blank top - unlike many competing models that display text or engravings on the lid. However, the top does include a white light indicating when the unit is powered on, with the wireless charger and USB module active. Modern Power Solutions has focused on creating a clean, refined aesthetic with design improvements that elevate it above comparable products on the market.

Built for 15-amp power capacity, the V15 includes an integrated overload protector, indicated by a red switch on the underside of the unit. This safety feature automatically activates to prevent overheating, fire hazards, or other electrical risks.

The V15 is available in two configurations

- V15PW-US: Four 110V U.S. sockets. (Link to Product)

- V15PWUW-US: Four 110V U.S. sockets plus four USB ports (2x USB-A, 2x USB-C) and a Qi wireless charging top. (This Product)

This new model, launched mid-2025, offers high quality at a budget-friendly price point. It’s backed by a Modern Power Solutions warranty, catering to cost-conscious customers who don’t want to compromise on performance or design.

The V15 range is UL listed for U.S. compliance

- Conforms to UL STD. 962A

- Certified to CSA STD. C22.2 NO.308

Kitchens and Wet Areas

- If you’re looking for a model better suited for kitchens and wet areas, we recommend the Hubbell or Point Pod range instead. They’re specifically built for kitchen use."
7696220160109,V15: Quad Sided Gas-Strut Pop Up Power Outlet,v15-white-pop-up-outlet,https://modernpower.solutions/products/v15-white-pop-up-outlet,Modern Power Solutions,Pop Up Outlet,"15 Amps, 3.15"" Hole, Gas-Strut Lift, Overload Protector, Primary, US Sockets",89.95,89.95,1,https://cdn.shopify.com/s/files/1/0564/0208/3949/files/modern-power-web-V15PW-US-primary-image-whitebg.webp?v=1753721957,6,"The V15 Range of Pop Up Outlets is a premium gas-strut operated solution designed for the U.S. market. With a simple press on the top, the outlet smoothly rises for use; push it down again, and it retracts seamlessly back into the countertop. The gas-strut mechanism operates similarly to the height adjustment of an office chair, providing smooth and effortless movement.

Installation is straightforward - the V15 fits into a 3.15” (80mm) diameter hole. A built-in flange allows for slight variations in hole size, ensuring a secure and flush fit.

The V15 range features a seamless, blank top, unlike many competing models that display text or engravings on the lid. Modern Power Solutions has focused on creating a clean, refined aesthetic with design improvements that elevate it above comparable products on the market.

Built for 15-amp power capacity, the V15 includes an integrated overload protector, indicated by a red switch on the underside of the unit. This safety feature automatically activates to prevent overheating, fire hazards, or other electrical risks.

The V15 is available in two configurations

- V15PW-US: Four 110V U.S. sockets. (This Product)

-
V15PWUW-US: Four 110V U.S. sockets plus four USB ports (2x USB-A, 2x USB-C) and a Qi wireless charging top. (Link to Product)

This new model, launched mid-2025, offers high quality at a budget-friendly price point. It’s backed by a Modern Power Solutions warranty, catering to cost-conscious customers who don’t want to compromise on performance or design.

The V15 range is UL listed for U.S. compliance

- Conforms to UL STD. 962A

- Certified to CSA STD. C22.2 NO.308

Kitchens and Wet Areas

- If you’re looking for a model better suited for kitchens and wet areas, we recommend the Hubbell or Point Pod range instead. They’re specifically built for kitchen use."
7643037466733,Hubbell Tri-Power Countertop Pop Up Receptacle,hubbell-tri-power-countertop-pop-up-receptacle,https://modernpower.solutions/products/hubbell-tri-power-countertop-pop-up-receptacle,Hubbell,Pop Up Outlet,"15 Amps, 20 Amps, 4"" Hole, Primary, Spill-Sealed Lid, Spring-Lift, US Sockets, USB-A, USB-C, Wireless Charging",389.95,399.95,14,https://cdn.shopify.com/s/files/1/0564/0208/3949/files/modern-power-web-hubbell-tri-power-countertop-pop-up-receptacle.webp?v=1748489788,25,"Hubbell Countertop Receptacles are UL-listed pop-up outlets specifically designed for permanent countertop installations. Engineered for use in kitchens, bathrooms, and islands, these receptacles provide a reliable and convenient power source exactly where it’s needed most.

The Hubbell Countertop Receptacles meet UL listing standards, ensuring full compliance with NEC® 406.5(E) for countertops, 406.5(F) for work surfaces, and 406.5(H) for seating areas.

Built for durability and safety, these Pop-Up Receptacles are water-resistant, tested to withstand spills of up to half a gallon. They also feature Hubbell’s patent-pending silicone gaskets and innovative, patented cam-action tamper-resistant technology. The low-profile, space-saving design minimizes impact both on the countertop surface and within the cabinet below, making installation seamless and unobtrusive.

- 15 or 20 Amp Option for High Power Single Outlet

- USB-C and USB-A Charging Ports

- Wireless Charging Top Qi

- Spill Proof for Countertops

- UL Listed for Countertops

- Available in a range of Colors"
7640015667309,Hubbell Dual-Sided Countertop Pop Up Receptacle,hubbell-dual-sided-pop-up-electrical-outlet,https://modernpower.solutions/products/hubbell-dual-sided-pop-up-electrical-outlet,Hubbell,Pop Up Outlet,"15 Amps, 20 Amps, 3.5"" Hole, Primary, Spill-Sealed Lid, Spring-Lift, US Sockets",285.95,295.95,28,https://cdn.shopify.com/s/files/1/0564/0208/3949/files/modern-power-web-hubbell-dual-sided-countertop-pop-up-receptacle.webp?v=1748488826,33,"Hubbell Countertop Receptacles are UL-listed pop-up outlets specifically designed for permanent countertop installations. Engineered for use in kitchens, bathrooms, and islands, these receptacles provide a reliable and convenient power source exactly where it’s needed most.

The Hubbell Countertop Receptacles meet UL listing standards, ensuring full compliance with NEC® 406.5(E) for countertops, 406.5(F) for work surfaces, and 406.5(H) for seating areas.

Built for durability and safety, these Pop-Up Receptacles are water-resistant, tested to withstand spills of up to half a gallon. They also feature Hubbell’s patent-pending silicone gaskets and innovative, patented cam-action tamper-resistant technology. The low-profile, space-saving design minimizes impact both on the countertop surface and within the cabinet below, making installation seamless and unobtrusive.

- 15 or 20 Amps High Power Option

- Spill Proof

- UL Listed for Countertops

- Available in a range of Colors"
